id,show_name,show_date,start_time,end_time,theater,section,row,seat,accessible_seat,paid,payment_method
892,a,"2010-08-28 14:54:00","2018-04-16 14:46:00","2015-03-17 03:55:00",theater1,Y,892,31,true,true,check
893,diam,"2016-00-28 04:43:00","2016-03-24 13:49:00","2013-07-21 14:47:00",theater2,P,893,65,false,false,credit
894,augue,"2010-00-01 04:52:00","2018-03-25 13:51:00","2019-08-29 13:57:00",theater1,t,894,77,false,true,credit
895,sit,"2010-07-26 23:54:00","2017-05-29 24:36:00","2019-05-29 24:42:00",theater2,g,895,31,false,true,check
896,proin,"2014-09-12 13:54:00","2010-08-03 03:22:00","2011-03-03 04:34:00",theater2,E,896,22,false,true,credit
897,ac,"2019-02-01 14:59:00","2014-07-26 22:52:00","2018-02-19 23:25:00",theater2,d,897,46,true,true,credit
898,natoque,"2017-03-12 23:23:00","2016-02-20 12:45:00","2015-04-18 24:53:00",theater1,V,898,40,true,true,credit
899,elementum,"2018-09-29 03:55:00","2012-08-12 03:53:00","2013-02-27 14:51:00",theater1,V,899,41,false,false,credit
900,maecenas,"2010-02-25 13:40:00","2014-01-08 00:55:00","2011-09-25 02:52:00",theater1,n,900,08,false,false,credit
901,urna,"2011-04-17 04:53:00","2016-06-23 13:40:00","2013-01-00 03:50:00",theater1,f,901,93,true,true,cash
902,eu,"2013-09-29 02:43:00","2014-01-15 22:31:00","2015-00-09 04:38:00",theater1,R,902,04,false,true,check
903,orci,"2014-03-04 22:34:00","2019-06-06 24:51:00","2014-06-11 24:41:00",theater1,R,903,93,false,false,credit
904,bibendum,"2010-08-28 23:23:00","2012-02-12 11:59:00","2012-09-25 04:57:00",theater1,S,904,50,false,true,credit
905,tellus,"2015-02-26 23:50:00","2013-09-22 21:23:00","2010-09-26 20:23:00",theater2,H,905,82,true,true,credit
906,blandit,"2010-06-07 04:54:00","2011-06-24 02:54:00","2012-02-10 11:52:00",theater1,H,906,86,true,true,credit
907,mus,"2019-03-14 23:57:00","2015-03-23 24:53:00","2014-09-29 14:43:00",theater1,O,907,51,false,false,check
908,aliquet,"2016-05-28 04:56:00","2016-04-13 23:56:00","2012-09-10 02:56:00",theater1,s,908,09,true,false,credit
909,luctus,"2011-02-04 24:56:00","2014-03-13 23:37:00","2015-05-23 04:40:00",theater1,C,909,69,false,true,credit
910,volutpat,"2012-09-09 14:57:00","2010-08-20 24:53:00","2018-05-22 14:42:00",theater1,I,910,23,false,false,check
911,at,"2018-02-13 02:40:00","2010-01-28 22:48:00","2010-06-02 01:29:00",theater2,k,911,82,false,false,credit
912,vestibulum,"2015-00-28 14:47:00","2018-05-03 12:54:00","2016-06-22 04:56:00",theater2,f,912,25,false,true,credit
913,at,"2015-06-27 03:37:00","2016-09-27 14:53:00","2011-01-28 04:49:00",theater2,H,913,42,true,false,credit
914,eros,"2019-05-23 13:57:00","2013-09-28 12:56:00","2011-02-03 04:39:00",theater1,H,914,29,true,false,cash
915,sem,"2018-07-28 24:58:00","2011-06-01 13:00:00","2016-03-07 24:08:00",theater1,P,915,47,false,true,cash
916,cum,"2018-02-19 21:57:00","2017-04-27 14:52:00","2014-00-07 14:42:00",theater1,V,916,56,false,true,check
917,amet,"2018-06-09 24:49:00","2018-00-09 13:59:00","2011-04-26 24:51:00",theater2,P,917,47,true,true,check
918,sit,"2016-00-06 04:47:00","2018-07-03 10:30:00","2016-06-09 24:39:00",theater1,I,918,03,false,false,cash
919,viverra,"2017-00-21 23:56:00","2011-06-24 22:42:00","2011-07-02 24:03:00",theater1,k,919,18,true,false,credit
920,augue,"2019-08-29 23:55:00","2016-08-07 24:54:00","2016-04-25 14:55:00",theater2,B,920,18,true,false,check
921,platea,"2018-07-21 22:56:00","2017-03-18 13:43:00","2011-07-24 23:51:00",theater1,W,921,25,false,true,cash
922,magnis,"2017-05-25 24:57:00","2018-05-25 24:24:00","2013-04-20 13:57:00",theater1,O,922,88,false,false,credit
923,tristique,"2010-08-24 12:40:00","2012-08-29 24:58:00","2013-02-19 04:55:00",theater2,Q,923,13,true,true,credit
924,in,"2016-00-25 23:47:00","2011-00-23 11:39:00","2011-09-27 23:41:00",theater1,B,924,19,false,true,cash
925,platea,"2013-04-04 24:48:00","2013-01-01 24:54:00","2011-01-23 12:41:00",theater2,u,925,07,false,true,cash
926,nibh,"2017-09-11 13:09:00","2012-04-06 04:58:00","2017-09-09 22:42:00",theater1,G,926,57,true,true,credit
927,sodales,"2015-04-17 13:51:00","2012-08-15 14:51:00","2014-02-21 24:59:00",theater2,s,927,63,false,false,credit
928,velit,"2010-03-23 22:46:00","2013-09-12 24:45:00","2011-04-16 03:44:00",theater1,C,928,12,true,true,check
929,sociis,"2014-04-29 23:51:00","2016-03-26 03:30:00","2011-03-25 12:54:00",theater2,t,929,20,true,true,check
930,sit,"2012-07-21 13:43:00","2012-04-19 03:47:00","2012-05-10 04:35:00",theater2,u,930,19,false,true,cash
931,vehicula,"2014-05-14 23:41:00","2016-05-05 24:40:00","2015-04-06 04:54:00",theater2,p,931,37,false,false,cash
932,est,"2019-01-06 23:54:00","2012-03-23 21:57:00","2010-04-23 23:52:00",theater1,z,932,78,true,true,check
933,aliquam,"2018-09-13 13:34:00","2013-05-09 14:22:00","2019-02-01 23:57:00",theater2,i,933,79,true,false,cash
934,ut,"2015-09-17 03:48:00","2018-08-02 04:44:00","2019-05-11 23:55:00",theater1,e,934,78,false,false,credit
935,odio,"2019-01-25 13:42:00","2017-04-28 24:51:00","2012-03-24 23:43:00",theater1,C,935,20,false,true,credit
936,molestie,"2016-08-23 22:55:00","2011-09-20 01:55:00","2019-01-18 14:58:00",theater2,A,936,55,true,false,credit
937,posuere,"2017-02-03 24:03:00","2018-02-17 03:52:00","2015-01-05 24:49:00",theater2,S,937,95,true,false,credit
938,quis,"2013-06-24 24:08:00","2018-09-05 04:53:00","2018-05-12 23:54:00",theater1,e,938,70,true,true,cash
939,sit,"2018-03-23 23:37:00","2017-03-07 24:54:00","2010-02-04 24:55:00",theater2,V,939,28,true,true,check
940,faucibus,"2012-04-21 04:09:00","2016-05-25 14:36:00","2011-09-11 13:58:00",theater2,a,940,61,true,false,credit
941,quis,"2015-06-28 24:50:00","2014-06-25 24:58:00","2015-03-12 24:45:00",theater1,e,941,34,true,true,cash
942,tincidunt,"2011-01-26 21:53:00","2017-08-17 23:51:00","2018-06-26 24:49:00",theater2,O,942,50,false,true,check
943,vitae,"2012-02-27 24:53:00","2014-03-29 23:51:00","2011-06-20 24:51:00",theater2,D,943,44,true,false,cash
944,nunc,"2015-02-07 14:05:00","2013-01-26 24:51:00","2011-04-29 04:47:00",theater2,F,944,29,true,false,check
945,consequat,"2013-01-23 04:07:00","2014-03-07 04:25:00","2018-03-27 14:28:00",theater1,R,945,28,true,true,credit
946,eros,"2018-05-03 24:55:00","2018-08-25 04:36:00","2017-04-20 02:38:00",theater1,M,946,31,false,false,cash
947,sit,"2011-07-28 01:51:00","2019-02-26 14:26:00","2012-06-09 24:24:00",theater1,A,947,77,true,true,check
948,donec,"2012-08-21 10:34:00","2017-04-20 03:40:00","2012-00-21 10:53:00",theater2,w,948,75,true,false,credit
949,tincidunt,"2011-04-28 14:07:00","2011-00-23 14:42:00","2017-09-02 22:17:00",theater1,v,949,95,false,true,cash
950,curabitur,"2016-04-26 14:56:00","2013-01-23 14:56:00","2019-08-15 24:02:00",theater2,V,950,39,true,true,credit
951,turpis,"2018-05-26 14:26:00","2012-05-00 14:53:00","2017-07-11 14:29:00",theater1,d,951,10,true,true,check
952,blandit,"2018-04-14 13:47:00","2013-00-18 11:18:00","2012-01-06 23:42:00",theater1,h,952,06,false,false,cash
953,vel,"2015-00-11 13:42:00","2018-09-24 04:33:00","2011-06-29 10:52:00",theater2,b,953,95,false,true,check
954,lectus,"2010-08-03 13:59:00","2017-03-29 23:57:00","2016-00-28 04:57:00",theater1,P,954,05,false,true,credit
955,donec,"2013-04-13 24:58:00","2018-04-03 02:27:00","2014-05-14 14:30:00",theater1,c,955,82,true,true,check
956,mauris,"2018-07-04 01:45:00","2014-06-29 12:34:00","2017-04-05 23:54:00",theater1,e,956,16,false,true,credit
957,vel,"2010-00-09 24:48:00","2017-04-16 23:22:00","2018-05-25 21:56:00",theater2,D,957,04,false,false,credit
958,velit,"2012-00-08 23:53:00","2014-08-27 14:44:00","2018-01-29 22:13:00",theater1,P,958,15,true,false,credit
959,lectus,"2018-06-02 14:57:00","2015-02-23 24:42:00","2018-09-27 14:46:00",theater2,J,959,10,false,true,credit
960,imperdiet,"2012-02-24 23:40:00","2016-08-17 04:58:00","2016-04-05 23:51:00",theater1,p,960,08,false,false,cash
961,velit,"2013-04-00 24:53:00","2015-01-09 01:34:00","2017-02-02 22:58:00",theater2,t,961,12,false,false,cash
962,mauris,"2011-02-28 04:51:00","2013-04-27 10:51:00","2016-04-28 24:39:00",theater2,L,962,21,false,false,credit
963,odio,"2012-09-19 14:18:00","2012-08-20 00:48:00","2011-03-27 04:50:00",theater1,O,963,92,true,false,credit
964,non,"2017-06-11 04:42:00","2011-00-19 23:57:00","2019-05-06 23:25:00",theater2,U,964,28,false,true,check
965,eget,"2016-03-17 24:53:00","2018-09-08 24:38:00","2013-05-28 24:52:00",theater2,t,965,01,false,true,check
966,ligula,"2010-03-28 24:20:00","2019-06-26 04:51:00","2012-05-14 03:43:00",theater2,t,966,32,true,false,check
967,montes,"2017-02-27 23:52:00","2012-06-27 20:57:00","2010-01-00 21:45:00",theater2,B,967,90,true,false,cash
968,augue,"2013-01-25 24:24:00","2011-07-22 24:53:00","2016-02-26 24:51:00",theater2,t,968,28,false,true,credit
969,congue,"2013-07-19 03:30:00","2011-09-00 14:55:00","2013-09-03 13:49:00",theater1,Y,969,77,true,false,check
970,adipiscing,"2018-03-13 14:48:00","2015-06-09 01:50:00","2016-01-15 03:11:00",theater2,f,970,62,true,true,credit
971,aliquet,"2019-03-19 03:32:00","2010-09-26 14:46:00","2010-09-06 24:41:00",theater1,Y,971,71,false,true,cash
972,tincidunt,"2012-06-23 24:52:00","2018-04-22 21:52:00","2016-05-23 14:52:00",theater2,a,972,70,true,true,credit
973,tortor,"2018-04-18 24:48:00","2017-03-08 14:45:00","2012-07-03 14:36:00",theater2,v,973,84,false,true,cash
974,nam,"2018-09-11 00:56:00","2017-00-23 04:05:00","2016-07-19 24:50:00",theater2,U,974,20,true,true,credit
975,orci,"2011-01-02 04:04:00","2019-07-23 14:48:00","2017-02-20 14:58:00",theater1,O,975,61,true,false,credit
976,gravida,"2019-07-18 24:48:00","2013-04-21 12:45:00","2019-01-29 23:42:00",theater2,i,976,27,false,false,cash
977,lacinia,"2013-07-23 24:50:00","2014-09-28 01:28:00","2018-06-25 24:58:00",theater1,a,977,38,true,false,credit
978,molestie,"2013-06-23 00:48:00","2013-05-01 13:56:00","2011-00-16 03:45:00",theater1,j,978,87,false,true,check
979,sed,"2018-04-24 04:46:00","2011-04-02 04:34:00","2010-01-24 20:53:00",theater2,T,979,80,false,false,cash
980,ullamcorper,"2015-00-17 24:51:00","2011-09-17 03:41:00","2018-00-25 14:56:00",theater2,c,980,59,true,false,credit
981,nibh,"2013-02-23 24:38:00","2015-08-20 24:57:00","2017-02-12 24:50:00",theater1,m,981,78,false,false,credit
982,rutrum,"2013-09-25 03:46:00","2015-01-03 13:37:00","2016-01-06 03:53:00",theater1,o,982,81,true,true,cash
983,vitae,"2015-00-17 21:42:00","2018-00-00 22:48:00","2011-09-27 24:52:00",theater2,n,983,31,true,true,check
984,justo,"2019-04-23 02:45:00","2014-05-01 22:59:00","2016-05-20 04:58:00",theater1,p,984,49,true,false,credit
985,ut,"2011-07-28 11:56:00","2017-03-22 03:48:00","2016-03-18 23:56:00",theater2,Z,985,42,false,true,credit
986,mauris,"2010-03-03 12:02:00","2010-07-27 23:52:00","2012-02-05 04:39:00",theater2,S,986,25,false,true,check
987,ut,"2010-08-09 24:17:00","2018-01-22 13:20:00","2015-01-21 23:15:00",theater1,M,987,48,true,true,check
988,accumsan,"2017-06-06 12:42:00","2013-09-16 12:41:00","2015-06-29 14:25:00",theater2,z,988,02,false,false,credit
989,venenatis,"2011-01-14 12:31:00","2011-06-17 14:52:00","2019-02-20 22:51:00",theater2,P,989,31,false,false,check
990,in,"2017-09-26 04:49:00","2011-05-21 14:52:00","2013-06-27 03:26:00",theater2,f,990,52,false,false,credit
991,aliquam,"2013-07-19 04:51:00","2018-06-10 14:52:00","2017-01-28 13:56:00",theater2,t,991,04,false,false,credit
992,posuere,"2016-04-09 14:54:00","2015-00-09 21:54:00","2018-08-12 23:56:00",theater2,z,992,37,false,false,credit
993,mauris,"2019-03-17 24:56:00","2010-05-23 24:46:00","2010-09-06 13:41:00",theater2,f,993,56,false,true,credit
994,magna,"2012-05-27 12:32:00","2016-09-10 24:36:00","2015-06-21 14:56:00",theater1,G,994,10,false,true,credit
995,cras,"2010-02-09 24:58:00","2015-01-18 04:20:00","2014-04-05 10:54:00",theater2,e,995,03,false,true,cash
996,lobortis,"2018-06-02 14:47:00","2015-05-02 24:56:00","2019-03-18 02:36:00",theater2,G,996,55,true,true,cash
997,dapibus,"2012-03-29 04:20:00","2011-08-21 23:47:00","2017-02-10 13:31:00",theater1,x,997,08,false,true,check
998,urna,"2016-01-23 24:50:00","2017-07-25 14:56:00","2015-04-11 24:48:00",theater2,f,998,88,true,false,check
999,diam,"2011-01-28 14:53:00","2011-04-17 23:56:00","2016-01-26 24:03:00",theater1,X,999,63,true,false,check
1000,vestibulum,"2012-08-00 14:08:00","2010-08-26 02:56:00","2010-09-27 20:54:00",theater2,Q,1000,37,true,false,cash
